% Model:              ID29_ML_central_demi.mph
% Version:            COMSOL 5.3.1.275
% Date:               Sep 17 2018, 17:45
% Dimension:          3
% Nodes:              1960
% Expressions:        1
% Description:        Displacement field, Y component
% Length unit:        m
% X                       Y                        Z                        v (m)
0.0336408163265306        0.07                     1.2500000000000003E-4    1.6295257412998197E-5
0.03460408163265306       0.07000000000000002      0                        1.6286531133421308E-5
0.03460408163265306       0.07                     1.2499999999999998E-4    1.628542527530498E-5
0.03554285714285712       0.07                     0                        1.6276090666154324E-5
0.03554285714285711       0.07                     1.2499999999999998E-4    1.6274986761965555E-5
0.03645714285714284       0.07000000000000002      0                        1.6265016498527507E-5
0.036457142857142834      0.07                     1.2499999999999998E-4    1.6263914629504804E-5
0.037346938775510194      0.07                     0                        1.6253280824009688E-5
0.03734693877551018       0.07                     1.25E-4                  1.6252181082201154E-5
0.03821224489795917       0.07                     0                        1.6240855409387563E-5
0.03821224489795917       0.07                     1.25E-4                  1.6239757900321757E-5
0.03905306122448978       0.07                     0                        1.622771172397679E-5
0.03905306122448977       0.07                     1.2499999999999998E-4    1.622661657001359E-5
0.03986938775510203       0.07                     0                        1.6213821059574827E-5
0.03986938775510202       0.07                     1.2499999999999998E-4    1.6212728404184374E-5
0.0406612244897959        0.07                     0                        1.6199154625383466E-5
0.040661224489795894      0.07                     1.2499999999999998E-4    1.619806463871005E-5
0.04142857142857142       0.07                     0                        1.6183683595353447E-5
0.041428571428571426      0.07                     1.2499999999999998E-4    1.6182596481586175E-5
0.04217142857142856       0.07000000000000002      0                        1.6167379076030283E-5
0.04217142857142855       0.07                     1.25E-4                  1.616629508335958E-5
0.04288979591836732       0.07                     0                        1.6150211949557168E-5
0.04288979591836733       0.07                     1.2500000000000006E-4    1.614913138390751E-5
0.04358367346938776       0.07000000000000002      0                        1.6132152526515646E-5
0.04358367346938777       0.07                     1.2499999999999998E-4    1.6131075770924042E-5
0.04425306122448977       0.06999999999999999      0                        1.6113169912283113E-5
0.04425306122448979       0.07                     1.2500000000000003E-4    1.611209745495162E-5
0.04489795918367346       0.07                     0                        1.609323094051706E-5
0.04489795918367347       0.07                     1.25E-4                  1.6092163416625353E-5
0.04551836734693877       0.07                     0                        1.6072298442569795E-5
0.04551836734693877       0.07                     1.25E-4                  1.6071236698744798E-5
0.0461142857142857        0.07                     0                        1.6050328472084378E-5
0.0461142857142857        0.07                     1.25E-4                  1.6049273669894518E-5
0.046685714285714275      0.07                     0                        1.602726582456855E-5
0.04668571428571428       0.07                     1.25E-4                  1.6026219614784578E-5
0.04723265306122447       0.06999999999999999      0                        1.600303663619924E-5
0.047232653061224456      0.07                     1.25E-4                  1.6002001470444087E-5
0.04775510204081631       0.07                     0                        1.5977535701299292E-5
0.04775510204081631       0.07                     1.25E-4                  1.5976515429744124E-5
0.0482530612244898        0.07                     0                        1.595060325752665E-5
0.0482530612244898        0.07                     1.25E-4                  1.5949604397402832E-5
0.048726530612244905      0.07000000000000002      0                        1.5921980052199567E-5
0.048726530612244905      0.07                     1.2499999999999998E-4    1.5921014762284767E-5
0.049175510204081625      0.07000000000000002      0                        1.589120569293977E-5
0.049175510204081625      0.07                     1.2500000000000003E-4    1.5890300006533524E-5
0.05                      0.07                     0                        1.5818849299251986E-5
0.04959999999999999       0.07000000000000002      0                        1.585740675794365E-5
0.05000000000000002       0.07                     1.25E-4                  1.5818298691686534E-5
0.04959999999999998       0.07                     1.2500000000000003E-4    1.5856622320711905E-5
0.023869387755102014      0.07                     2.5E-4                   1.6357186918904115E-5
0.025053061224489772      0.07                     2.4999999999999995E-4    1.6351730174338944E-5
0.02621224489795917       0.07                     2.5E-4                   1.6345872187183547E-5
0.02734693877551019       0.07                     2.5E-4                   1.6339594491412526E-5
0.028457142857142834      0.07                     2.5E-4                   1.6332877449846426E-5
0.029542857142857124      0.07                     2.5E-4                   1.6325700283544034E-5
0.030604081632653053      0.07                     2.4999999999999995E-4    1.6318041106677244E-5
0.03164081632653059       0.07                     2.4999999999999995E-4    1.6309876969173423E-5
0.032653061224489785      0.07                     2.5E-4                   1.6301183909408764E-5
0.03364081632653059       0.07                     2.5000000000000006E-4    1.629193701905332E-5
0.03460408163265305       0.07                     2.4999999999999995E-4    1.628211052174178E-5
0.03554285714285711       0.07                     2.5E-4                   1.6271677866507006E-5
0.03645714285714283       0.07                     2.5E-4                   1.6260611835794404E-5
0.037346938775510194      0.07                     2.5000000000000006E-4    1.624888466629453E-5
0.038212244897959165      0.07                     2.5000000000000006E-4    1.623646817869019E-5
0.039053061224489774      0.07                     2.4999999999999995E-4    1.6223333909583364E-5
0.039869387755102015      0.07                     2.4999999999999995E-4    1.6209453235154228E-5
0.04066122448979589       0.07                     2.4999999999999995E-4    1.619479747121358E-5
0.04142857142857142       0.07                     2.4999999999999995E-4    1.617933792775885E-5
0.042171428571428554      0.07                     2.4999999999999995E-4    1.6163045887137122E-5
0.04288979591836733       0.07                     2.500000000000001E-4     1.6145892462108598E-5
0.043583673469387754      0.07                     2.5E-4                   1.612784827119328E-5
0.04425306122448976       0.07                     2.5000000000000006E-4    1.610888283957894E-5
0.04489795918367346       0.07                     2.5000000000000006E-4    1.6088963587387547E-5
0.04551836734693876       0.07                     2.4999999999999995E-4    1.606805418912631E-5
0.0461142857142857        0.07                     2.5E-4                   1.6046111953397746E-5
0.04668571428571427       0.07                     2.5E-4                   1.6023083622256603E-5
0.047232653061224456      0.07                     2.5E-4                   1.5998898515386848E-5
0.04775510204081629       0.07                     2.5E-4                   1.5973456965780568E-5
0.04825306122448978       0.07                     2.4999999999999995E-4    1.594660976503023E-5
0.048726530612244905      0.07                     2.499999999999999E-4     1.5918119762673485E-5
0.04917551020408163       0.07                     2.5000000000000006E-4    1.5887580893910355E-5
0.05000000000000001       0.07                     2.5E-4                   1.581665030474155E-5
0.0496                    0.07                     2.5E-4                   1.5854257691214746E-5
0.01625306122448979       0.07                     3.749999999999999E-4     1.637678591267018E-5
0.016253061224489787      0.07                     4.999999999999999E-4     1.636898175717222E-5
0.017583673469387745      0.07                     3.7500000000000006E-4    1.63734228782029E-5
0.018889795918367338      0.07                     3.7499999999999985E-4    1.6369743664654002E-5
0.020171428571428566      0.07                     3.750000000000001E-4     1.636573737517153E-5
0.02142857142857142       0.07                     3.7500000000000006E-4    1.6361391774421513E-5
0.022661224489795902      0.07                     3.7500000000000006E-4    1.635669332404779E-5
0.023869387755102025      0.07                     3.7499999999999995E-4    1.6351627213387645E-5
0.025053061224489782      0.07                     3.750000000000001E-4     1.6346177386806974E-5
0.026212244897959168      0.07                     3.7500000000000017E-4    1.6340326569081865E-5
0.02734693877551018       0.07                     3.7499999999999995E-4    1.633405629039636E-5
0.02845714285714284       0.07                     3.750000000000001E-4     1.632734691272216E-5
0.02954285714285713       0.07                     3.7500000000000017E-4    1.632017765956165E-5
0.030604081632653043      0.07                     3.7499999999999995E-4    1.6312526651229556E-5
0.0316408163265306        0.07                     3.749999999999999E-4     1.630437094797523E-5
0.032653061224489806      0.07                     3.7500000000000006E-4    1.6295686603252425E-5
0.033640816326530605      0.07                     3.7500000000000017E-4    1.6286448729270138E-5
0.03460408163265304       0.07                     3.749999999999999E-4     1.62766315765437E-5
0.03554285714285711       0.07                     3.749999999999999E-4     1.6266208628446072E-5
0.03645714285714284       0.07                     3.7500000000000006E-4    1.625515271066486E-5
0.03734693877551019       0.07                     3.749999999999999E-4     1.6243436113924674E-5
0.03821224489795918       0.07                     3.750000000000001E-4     1.623103072624429E-5
0.03905306122448978       0.07                     3.749999999999999E-4     1.6217908168241826E-5
0.03986938775510201       0.07                     3.749999999999998E-4     1.6204039921401447E-5
0.04066122448979588       0.07                     3.7499999999999995E-4    1.6189397434498865E-5
0.04142857142857141       0.07                     3.7500000000000006E-4    1.6173952187109134E-5
0.04217142857142854       0.07                     3.7499999999999995E-4    1.6157675680563385E-5
0.04288979591836734       0.07                     3.7500000000000006E-4    1.6140539314666152E-5
0.043583673469387775      0.07                     3.7500000000000006E-4    1.6122514090868507E-5
0.044253061224489784      0.07                     3.7500000000000006E-4    1.6103570055834353E-5
0.04489795918367346       0.07                     3.7500000000000017E-4    1.6083675357087215E-5
0.04551836734693876       0.07                     3.7499999999999985E-4    1.606279471319011E-5
0.0461142857142857        0.07                     3.7499999999999995E-4    1.6040886982101454E-5
0.04668571428571427       0.07                     3.7499999999999995E-4    1.6017901303880402E-5
0.047232653061224456      0.07                     3.7499999999999995E-4    1.5993770889515336E-5
0.0477551020408163        0.07                     3.750000000000001E-4     1.5968402837367834E-5
0.04825306122448978       0.07                     3.7499999999999995E-4    1.5941660514520037E-5
0.048726530612244905      0.07                     3.7499999999999995E-4    1.5913333262176185E-5
0.049175510204081625      0.07                     3.7500000000000017E-4    1.588307574204594E-5
0.05000000000000002       0.07                     3.75E-4                  1.5813929301235217E-5
0.04959999999999999       0.07                     3.750000000000002E-4     1.5850315378761845E-5
0.01758367346938775       0.07000000000000002      5.0E-4                   1.6365625978717747E-5
0.01888979591836733       0.07                     4.999999999999999E-4     1.6361954469265988E-5
0.020171428571428562      0.07                     5.0E-4                   1.635795630956871E-5
0.02142857142857142       0.07                     5.0E-4                   1.635361924404975E-5
0.022661224489795902      0.07000000000000002      5.0E-4                   1.6348929716508034E-5
0.02386938775510202       0.07                     5.0E-4                   1.6343872901104286E-5
0.02505306122448978       0.07                     5.0E-4                   1.6338432729998497E-5
0.02621224489795917       0.07000000000000002      5.000000000000001E-4     1.6332591919069104E-5
0.027346938775510185      0.06999999999999999      5.0E-4                   1.632633199328982E-5
0.02845714285714284       0.07                     5.0E-4                   1.6319633313538216E-5
0.02954285714285713       0.07                     5.0E-4                   1.6312475106829115E-5
0.030604081632653053      0.07                     5.0E-4                   1.6304835502165237E-5
0.0316408163265306        0.06999999999999999      4.999999999999999E-4     1.6296691574330298E-5
0.03265306122448979       0.07                     5.0E-4                   1.628801939796435E-5
0.033640816326530605      0.07000000000000002      5.000000000000001E-4     1.6278794114100384E-5
0.03460408163265304       0.06999999999999999      4.999999999999999E-4     1.6268990010944674E-5
0.03554285714285711       0.06999999999999999      5.0E-4                   1.625858061998805E-5
0.036457142857142834      0.07                     5.0E-4                   1.6247538827475262E-5
0.03734693877551018       0.07                     5.0E-4                   1.6235836999762068E-5
0.03821224489795917       0.07                     5.000000000000001E-4     1.6223447119069844E-5
0.03905306122448978       0.07                     5.0E-4                   1.621034092349459E-5
0.039869387755102015      0.06999999999999999      4.999999999999999E-4     1.6196490041684063E-5
0.040661224489795894      0.07                     5.0E-4                   1.6181866108121345E-5
0.04142857142857142       0.07                     5.0E-4                   1.6166440839060095E-5
0.042171428571428554      0.07                     5.0E-4                   1.615018604121714E-5
0.042889795918367335      0.07000000000000002      5.000000000000001E-4     1.613307351430397E-5
0.043583673469387754      0.07                     5.0E-4                   1.611507479262313E-5
0.044253061224489784      0.07000000000000002      5.000000000000001E-4     1.6096160647377108E-5
0.04489795918367345       0.07000000000000002      5.000000000000001E-4     1.607630023476892E-5
0.04551836734693877       0.07000000000000002      5.0E-4                   1.6055459717466034E-5
0.04611428571428569       0.07                     5.0E-4                   1.603360008894899E-5
0.04668571428571427       0.07000000000000002      5.0E-4                   1.601067377944692E-5
0.04723265306122446       0.07                     5.0E-4                   1.5986619299250878E-5
0.04775510204081631       0.07                     5.000000000000001E-4     1.596135288376088E-5
0.048253061224489795      0.07                     5.0E-4                   1.5934754530743682E-5
0.0487265306122449        0.06999999999999999      4.999999999999999E-4     1.590664821670304E-5
0.049175510204081625      0.07000000000000002      5.000000000000001E-4     1.587676354169389E-5
0.05000000000000002       0.07                     5.000000000000002E-4     1.5810191426940664E-5
0.04959999999999999       0.07                     5.000000000000001E-4     1.5844745863847955E-5
0.0015999999999999845     0.07                     7.015385895237673E-4     1.6372106708249115E-5
0                         0.07                     7.015385895237672E-4     1.6372262299709166E-5
0.0015999999999999855     0.07                     9.689101577588468E-4     1.6353059928439968E-5
0                         0.07                     9.689101577588468E-4     1.635321446183761E-5
0.0015999999999999868     0.07000000000000002      0.0013238274267081305    1.632779039788977E-5
0                         0.07                     0.0013238274267081305    1.63279434425981E-5
0.001599999999999988      0.07                     0.0017719672894000232    1.629594297630994E-5
0                         0.07000000000000002      0.001771967289400023     1.6296094006022152E-5
0.0015999999999999895     0.07                     0.002195382636357344     1.626590510318394E-5
0                         0.06999999999999999      0.0021953826363573445    1.6266054089375577E-5
0.0015999999999999912     0.07                     0.0025                   1.624432152723391E-5
0                         0.07                     0.0025                   1.624446895917225E-5
0.0031755102040816213     0.07                     7.015385895237671E-4     1.637164786392086E-5
0.0031755102040816217     0.07                     9.689101577588468E-4     1.63526041945366E-5
0.0031755102040816234     0.07                     0.00132382742670813      1.6327339040740586E-5
0.003175510204081626      0.07                     0.0017719672894000234    1.629549754407931E-5
0.003175510204081627      0.07                     0.0021953826363573445    1.6265465680404324E-5
0.0031755102040816273     0.07                     0.0025                   1.6243886675403314E-5
0.004726530612244887      0.07                     7.015385895237673E-4     1.6370895377771913E-5
0.004726530612244889      0.07                     9.689101577588468E-4     1.635185677778629E-5
0.004726530612244891      0.07                     0.0013238274267081303    1.6326598758812197E-5
0.0047265306122448916     0.07                     0.0017719672894000232    1.629476692306158E-5
0.004726530612244894      0.07                     0.002195382636357343     1.6264744860217785E-5
0.004726530612244896      0.07                     0.0024999999999999996    1.6243173311076645E-5
0.006253061224489785      0.07                     7.015385895237673E-4     1.6369856093534684E-5
0.006253061224489786      0.07                     9.689101577588468E-4     1.6350824431596502E-5
0.006253061224489789      0.07000000000000002      0.0013238274267081307    1.6325576180698436E-5
0.006253061224489792      0.07                     0.0017719672894000236    1.6293757575963246E-5
0.006253061224489791      0.07                     0.002195382636357345     1.626374894007078E-5
0.006253061224489795      0.07                     0.0025000000000000005    1.6242187607629526E-5
0.007755102040816325      0.07                     7.015385895237673E-4     1.6368534395028998E-5
0.007755102040816327      0.07                     9.689101577588469E-4     1.634951145255307E-5
0.007755102040816328      0.07000000000000002      0.0013238274267081307    1.6324275483148962E-5
0.00775510204081633       0.07                     0.0017719672894000236    1.6292473521663814E-5
0.00775510204081633       0.07                     0.002195382636357344     1.6262481782849216E-5
0.007755102040816333      0.07000000000000002      0.0025000000000000005    1.624093331149617E-5
0.00923265306122449       0.07                     7.015385895237674E-4     1.6366932445327157E-5
0.00923265306122449       0.07                     9.689101577588469E-4     1.634791991966361E-5
0.00923265306122449       0.07000000000000002      0.0013238274267081307    1.6322698630561585E-5
0.00923265306122449       0.07                     0.0017719672894000236    1.6290916575024505E-5
0.009232653061224491      0.07                     0.002195382636357344     1.6260945056989354E-5
0.009232653061224493      0.07                     0.0025000000000000005    1.6239411982551455E-5
0.010685714285714283      0.07                     7.015385895237674E-4     1.63650503794104E-5
0.010685714285714283      0.07                     9.689101577588468E-4     1.6346049887210403E-5
0.010685714285714283      0.07000000000000002      0.0013238274267081307    1.6320845568198816E-5
0.010685714285714284      0.07                     0.0017719672894000234    1.628908654064371E-5
0.010685714285714284      0.07                     0.0021953826363573445    1.6259138430873513E-5
0.010685714285714288      0.07                     0.0025000000000000005    1.6237623189032883E-5
0.012114285714285704      0.07                     7.015385895237673E-4     1.6362886460349858E-5
0.012114285714285708      0.07                     9.689101577588465E-4     1.6343899541210372E-5
0.01211428571428571       0.07                     0.0013238274267081303    1.631871437913529E-5
0.01211428571428571       0.07                     0.0017719672894000226    1.6286981370593265E-5
0.012114285714285711      0.07                     0.0021953826363573445    1.6257059731493186E-5
0.012114285714285713      0.07                     0.0025                   1.6235564666976198E-5
0.013518367346938762      0.07                     7.015385895237673E-4     1.636043720653329E-5
0.013518367346938762      0.07                     9.689101577588467E-4     1.634146532699617E-5
0.013518367346938762      0.07                     0.0013238274267081303    1.6316301412460808E-5
0.013518367346938764      0.07                     0.001771967289400023     1.6284597293645423E-5
0.013518367346938762      0.07                     0.0021953826363573445    1.6254705074886846E-5
0.013518367346938768      0.07                     0.0025                   1.6233232451665635E-5
0.014897959183673459      0.07                     7.015385895237674E-4     1.635769749587157E-5
0.014897959183673459      0.07                     9.689101577588468E-4     1.6338742053852706E-5
0.01489795918367346       0.07                     0.0013238274267081303    1.6313601388677312E-5
0.014897959183673459      0.07                     0.001771967289400023     1.6281928921932433E-5
0.014897959183673462      0.07                     0.0021953826363573436    1.6252068974297217E-5
0.014897959183673464      0.07                     0.0025                   1.6230620987046617E-5
0.016253061224489784      0.07                     7.015385895237672E-4     1.635466065165857E-5
0.016253061224489794      0.07                     9.689101577588469E-4     1.633572298138541E-5
0.01625306122448979       0.07                     0.0013238274267081303    1.6310607486971485E-5
0.016253061224489797      0.07                     0.001771967289400023     1.627896933972737E-5
0.016253061224489794      0.07                     0.002195382636357345     1.62491444307459E-5
0.016253061224489797      0.07                     0.0025                   1.6227723217805866E-5
0.017583673469387745      0.07                     7.015385895237673E-4     1.6351318513761867E-5
0.017583673469387745      0.07                     9.689101577588466E-4     1.6332399891301427E-5
0.01758367346938775       0.07                     0.0013238274267081303    1.6307311418050915E-5
0.01758367346938775       0.07                     0.0017719672894000226    1.6275710178045128E-5
0.017583673469387752      0.07                     0.002195382636357344     1.6245923009736846E-5
0.017583673469387752      0.06999999999999999      0.0024999999999999996    1.622453066784075E-5
0.018889795918367328      0.07                     7.015385895237671E-4     1.6347661498036965E-5
0.01888979591836733       0.07                     9.68910157758847E-4      1.632876314750102E-5
0.018889795918367338      0.07000000000000002      0.0013238274267081305    1.6303703485449106E-5
0.018889795918367338      0.07                     0.001771967289400023     1.6272141677982242E-5
0.018889795918367345      0.07                     0.0021953826363573445    1.624239490702271E-5
0.01888979591836734       0.07                     0.0025                   1.6221033508064002E-5
0.02017142857142856       0.07                     7.015385895237675E-4     1.6343678646256886E-5
0.02142857142857142       0.07                     7.015385895237674E-4     1.6339357668412168E-5
0.022661224489795892      0.07                     7.015385895237674E-4     1.6334684978946803E-5
0.023869387755102014      0.07                     7.015385895237674E-4     1.6329645728339975E-5
0.025053061224489772      0.07                     7.015385895237674E-4     1.6324223831407434E-5
0.026212244897959158      0.07                     7.015385895237674E-4     1.6318401993762973E-5
0.02734693877551018       0.07                     7.015385895237675E-4     1.631216173802871E-5
0.02845714285714284       0.07                     7.015385895237671E-4     1.6305483431586856E-5
0.029542857142857114      0.07                     7.015385895237674E-4     1.6298346317892033E-5
0.03060408163265305       0.07                     7.015385895237675E-4     1.6290728553573E-5
0.0316408163265306        0.07                     7.015385895237672E-4     1.6282607253700633E-5
0.0326530612244898        0.07                     7.015385895237676E-4     1.627395854763359E-5
0.03364081632653061       0.07                     7.015385895237675E-4     1.6264757647720148E-5
0.034604081632653036      0.07                     7.015385895237673E-4     1.625497893277666E-5
0.035542857142857105      0.07                     7.015385895237675E-4     1.6244596047620405E-5
0.036457142857142834      0.07                     7.015385895237672E-4     1.623358201894927E-5
0.037346938775510194      0.07                     7.015385895237673E-4     1.622190938646763E-5
0.038212244897959165      0.07                     7.015385895237675E-4     1.620955034629048E-5
0.03905306122448976       0.07                     7.015385895237674E-4     1.619647690122808E-5
0.039869387755102015      0.07                     7.01538589523767E-4      1.618266100944671E-5
0.04066122448979588       0.07                     7.015385895237673E-4     1.616807471904172E-5
0.04142857142857142       0.07                     7.015385895237673E-4     1.6152690270979563E-5
0.04217142857142855       0.07                     7.015385895237673E-4     1.6136480146235982E-5
0.04288979591836733       0.07                     7.015385895237675E-4     1.611941702411003E-5
0.043583673469387754      0.07                     7.015385895237672E-4     1.610147360653485E-5
0.04425306122448978       0.07                     7.015385895237671E-4     1.6082622246208738E-5
0.044897959183673446      0.07                     7.015385895237673E-4     1.606283429157896E-5
0.04551836734693876       0.07                     7.015385895237674E-4     1.6042079027551386E-5
0.046114285714285684      0.07                     7.015385895237673E-4     1.6020322035705454E-5
0.04668571428571427       0.07                     7.015385895237674E-4     1.5997522750462295E-5
0.04723265306122445       0.07                     7.015385895237674E-4     1.5973630844456576E-5
0.04775510204081631       0.07                     7.015385895237675E-4     1.594858140130657E-5
0.048253061224489795      0.07                     7.015385895237673E-4     1.5922288116048585E-5
0.048726530612244905      0.07                     7.015385895237671E-4     1.5894641153741553E-5
0.049175510204081604      0.07                     7.015385895237673E-4     1.586550849187512E-5
0.05000000000000002       0.07                     7.015385895237672E-4     1.580326903049085E-5
0.04959999999999997       0.07                     7.015385895237675E-4     1.5834872357736572E-5
0.020171428571428562      0.07                     9.689101577588465E-4     1.6324801746776484E-5
0.02017142857142857       0.07000000000000002      0.0013238274267081305    1.629977263760625E-5
0.02017142857142857       0.07                     0.001771967289400023     1.6268252745117747E-5
0.02017142857142857       0.07                     0.002195382636357343     1.6238549005773632E-5
0.02017142857142857       0.07                     0.0024999999999999996    1.6217220615897483E-5
0.02142857142857142       0.07                     9.689101577588467E-4     1.6320503361979776E-5
0.02142857142857142       0.07000000000000002      0.0013238274267081307    1.629550651259797E-5
0.021428571428571422      0.07                     0.001771967289400023     1.6264030996865128E-5
0.022661224489795892      0.07                     9.689101577588467E-4     1.6315854379231868E-5
