vertical,intensity
-0.3,15930.9
-0.2975,14260.37
-0.295,13032.11
-0.2925,12229.89
-0.29,12067.66
-0.2875,11983.91
-0.285,12612.72
-0.2825,13206.57
-0.27999999999999997,14864.53
-0.27749999999999997,16709.36
-0.275,18731.7
-0.27249999999999996,20172.85
-0.27,21007.16
-0.2675,20897.41
-0.265,20473.91
-0.2625,19807.35
-0.26,18521.2
-0.2575,18123.36
-0.255,18307.28
-0.2525,19524.44
-0.25,22102.48
-0.2475,25199.1
-0.245,28418.55
-0.2425,30912.07
-0.24,32870.66
-0.2375,33795.91
-0.235,33417.2
-0.23249999999999998,32567.99
-0.22999999999999998,31005.0
-0.22749999999999998,28487.74
-0.225,26579.79
-0.2225,25024.01
-0.22,24046.81
-0.2175,23969.5
-0.215,24644.16
-0.21250000000000002,25379.9
-0.21000000000000002,26576.99
-0.20750000000000002,27447.97
-0.20500000000000002,29013.96
-0.2025,29831.49
-0.2,31330.66
-0.1975,33176.88
-0.195,34499.73
-0.1925,36261.46
-0.19,38649.36
-0.1875,41218.21
-0.185,42903.8
-0.1825,44633.96
-0.18,46709.61
-0.1775,48889.21
-0.175,51564.65
-0.17250000000000001,53769.36
-0.17,54262.57
-0.1675,54272.96
-0.165,54385.22
-0.1625,54835.72
-0.16,56756.59
-0.1575,59596.89
-0.155,62598.16
-0.15250000000000002,65862.78
-0.15000000000000002,70525.03
-0.14750000000000002,73833.98
-0.14500000000000002,76690.59
-0.14250000000000002,77645.68
-0.14,76412.55
-0.1375,73971.88
-0.135,70264.65
-0.1325,68888.49
-0.13,71162.05
-0.1275,76178.86
-0.12500000000000003,84404.81
-0.12250000000000003,93428.85
-0.12000000000000002,105709.63
-0.11750000000000002,115138.84
-0.11500000000000002,121849.91
-0.11250000000000002,124732.69
-0.11000000000000001,126327.12
-0.10750000000000001,124556.84
-0.10500000000000001,121407.23
-0.10250000000000001,118939.11
-0.10000000000000003,116006.33
-0.09750000000000003,115250.05
-0.09500000000000003,116377.57
-0.09250000000000003,120689.85
-0.09000000000000002,123334.61
-0.08750000000000002,126995.06
-0.08500000000000002,129887.89
-0.08250000000000002,133789.36
-0.08000000000000002,141586.57
-0.07750000000000001,156876.39
-0.07500000000000001,176246.05
-0.07250000000000004,183341.87
-0.07000000000000003,186085.97
-0.06750000000000003,181894.7
-0.06500000000000003,175002.57
-0.06250000000000003,171014.7
-0.060000000000000026,168581.81
-0.05750000000000002,169355.67
-0.05500000000000002,163114.93
-0.05250000000000002,157294.3
-0.05000000000000002,154023.5
-0.04750000000000004,155498.62
-0.04500000000000004,161979.51
-0.04250000000000004,165686.11
-0.040000000000000036,167313.49
-0.03750000000000003,167445.51
-0.03500000000000003,172840.94
-0.03250000000000003,178037.11
-0.030000000000000027,189242.63
-0.027500000000000024,201388.65
-0.025000000000000022,214664.69
-0.02250000000000002,221665.52
-0.020000000000000018,220336.72
-0.017500000000000016,220046.1
-0.015000000000000013,226128.4
-0.012500000000000011,248608.45
-0.010000000000000009,279473.33
-0.007500000000000007,313386.72
-0.00500000000000006,342769.48
-0.0025000000000000577,351513.67
-5.551115123125783e-17,346928.28
0.0024999999999999467,331189.24
0.004999999999999949,303603.36
0.007499999999999951,269755.29
0.009999999999999953,237180.32
0.012499999999999956,215557.26
0.014999999999999958,206888.28
0.01749999999999996,201720.24
0.019999999999999962,195607.04
0.022499999999999964,194854.48
0.024999999999999967,196468.78
0.02749999999999997,201216.44
0.02999999999999997,204589.44
0.03249999999999997,204602.08
0.034999999999999976,202113.0
0.03749999999999998,197069.4
0.03999999999999998,195358.88
0.04249999999999998,191107.48
0.044999999999999984,192180.35
0.04749999999999993,196813.67
0.04999999999999993,205264.39
0.052499999999999936,214787.05
0.05499999999999994,225530.42
0.05749999999999994,234944.46
0.05999999999999994,239417.3
0.062499999999999944,238989.84
0.06499999999999995,235321.77
0.06749999999999995,221793.12
0.06999999999999995,203858.4
0.07249999999999995,190074.85
0.07499999999999996,177119.73
0.07749999999999996,170795.49
0.07999999999999996,167817.63
0.08249999999999996,170693.86
0.08499999999999996,174784.38
0.08749999999999997,177365.16
0.08999999999999997,182990.28
0.09249999999999997,191273.19
0.09499999999999997,197962.39
0.09749999999999998,207709.42
0.09999999999999992,220806.51
0.10249999999999992,233166.38
0.10499999999999993,237131.32
0.10749999999999993,231956.35
0.10999999999999993,215839.52
0.11249999999999993,198502.56
0.11499999999999994,185820.66
0.11749999999999994,177156.36
0.11999999999999994,175346.08
0.12249999999999994,173994.11
0.12499999999999994,169260.96
0.12749999999999995,161763.24
0.12999999999999995,154703.33
0.13249999999999995,150645.5
0.13499999999999995,151884.3
0.13749999999999996,155423.76
0.13999999999999996,160758.42
0.14249999999999996,162558.64
0.14499999999999996,164122.04
0.14749999999999996,163205.72
0.14999999999999997,162059.29
0.15249999999999997,163077.47
0.15499999999999992,163577.94
0.15749999999999992,165391.49
0.15999999999999992,172887.37
0.16249999999999992,181135.27
0.16499999999999992,188894.78
0.16749999999999993,194186.96
0.16999999999999993,194361.95
0.17249999999999993,184524.73
0.17499999999999993,175928.83
0.17749999999999994,158702.16
0.17999999999999994,141304.47
0.18249999999999994,132450.49
0.18499999999999994,131631.19
0.18749999999999994,137032.05
0.18999999999999995,142571.82
0.19249999999999995,146615.18
0.19499999999999995,149377.27
0.19749999999999995,149188.34
0.19999999999999996,148950.79
0.20249999999999996,147617.38
0.2049999999999999,147719.66
0.20749999999999996,142970.76
0.2099999999999999,141422.85
0.21249999999999997,137166.2
0.2149999999999999,135887.82
0.21749999999999997,132646.19
0.21999999999999992,130620.32
0.22249999999999998,131138.36
0.22499999999999992,131002.55
0.22749999999999998,133552.9
0.22999999999999993,133419.79
0.23249999999999998,128139.57
0.23499999999999993,128210.86
0.23749999999999988,132362.8
0.23999999999999994,139453.9
0.24249999999999988,153100.63
0.24499999999999994,160359.46
0.2474999999999999,168098.45
0.24999999999999994,167730.63
0.2524999999999999,163467.83
0.25499999999999995,160697.0
0.2574999999999999,156421.73
0.25999999999999995,147540.11
0.2624999999999999,139029.1
0.26499999999999996,126903.38
0.2674999999999999,115953.32
0.26999999999999996,105350.83
0.2724999999999999,99034.22
0.27499999999999997,99321.69
0.2774999999999999,102011.92
0.27999999999999997,107426.17
0.2824999999999999,113619.87
0.285,118739.74
0.2874999999999999,122642.01
0.28999999999999987,125606.37
0.2924999999999999,127411.96
0.2949999999999999,122571.55
0.29749999999999993,114748.09
0.2999999999999999,103114.8
0.30249999999999994,94629.62
0.3049999999999999,92756.87
0.30749999999999994,91520.21
0.3099999999999999,92615.35
0.31249999999999994,91431.97
0.3149999999999999,90577.21
0.31749999999999995,85799.08
0.3199999999999999,81290.14
0.32249999999999995,77428.13
0.3249999999999999,73004.82
0.32749999999999996,70774.9
0.3299999999999999,68921.57
0.33249999999999996,66844.65
0.3349999999999999,66232.05
0.33749999999999997,66102.23
0.3399999999999999,66544.36
0.34249999999999986,70673.15
0.3449999999999999,75097.43
0.34749999999999986,79423.89
0.3499999999999999,83126.58
0.35249999999999987,83026.73
0.3549999999999999,79801.48
0.3574999999999999,75077.75
0.35999999999999993,67426.89
0.3624999999999999,61264.08
0.36499999999999994,55127.74
0.3674999999999999,50688.97
0.36999999999999994,48101.9
0.3724999999999999,45310.43
0.37499999999999994,43120.65
0.3774999999999999,41120.62
0.37999999999999995,40272.33
0.3824999999999999,40879.77
0.38499999999999995,43154.37
0.3874999999999999,46755.85
0.38999999999999996,51030.54
0.3924999999999999,54640.34
0.39499999999999985,58427.09
0.3974999999999999,59726.36
0.39999999999999986,57516.69
0.4024999999999999,53471.65
0.40499999999999986,47622.54
0.4074999999999999,40822.05
0.40999999999999986,34967.65
0.4124999999999999,31313.6
0.41499999999999987,28346.14
0.4174999999999999,27206.04
0.4199999999999999,26137.41
0.42249999999999993,25825.0
0.4249999999999999,26248.01
0.42749999999999994,25904.13
0.4299999999999999,26111.68
0.43249999999999994,25536.98
0.4349999999999999,24695.57
0.43749999999999994,24605.13
0.4399999999999999,25028.77
0.44249999999999995,25624.76
0.4449999999999999,26930.03
0.44749999999999984,27897.88
0.4499999999999999,29424.04
0.45249999999999985,30295.73
0.4549999999999999,31179.27
0.45749999999999985,31465.24
0.4599999999999999,30905.29
0.46249999999999986,30210.49
0.4649999999999999,29107.47
0.46749999999999986,27360.23
0.4699999999999999,26670.7
0.47249999999999986,25555.95
0.4749999999999999,24273.63
0.47749999999999987,23062.68
0.4799999999999999,21880.7
0.4824999999999999,21352.54
0.48499999999999993,21177.09
0.4874999999999999,20557.63
0.48999999999999994,19869.94
0.4924999999999999,19259.66
0.49499999999999994,18864.38
0.4974999999999999,18706.38
0.49999999999999983,18847.07
0.5025,18978.81
0.5049999999999999,19023.54
0.5074999999999998,19315.01
0.5099999999999998,19023.48
0.5125,18899.92
0.5149999999999999,18235.49
0.5174999999999998,17348.09
0.5199999999999998,17084.04
0.5225,16740.46
0.5249999999999999,16789.34
0.5274999999999999,16690.31
0.5299999999999998,16536.03
0.5325,16223.28
0.5349999999999999,16183.9
0.5374999999999999,15751.71
0.5399999999999998,15303.53
0.5425,14947.63
0.5449999999999999,14292.38
0.5474999999999999,13216.28
0.5499999999999998,12361.09
0.5525,11963.18
0.5549999999999999,11402.43
0.5574999999999999,11240.34
0.5599999999999998,10923.72
0.5624999999999998,10701.49
0.565,10410.44
0.5674999999999999,10003.38
0.5699999999999998,9481.94
0.5724999999999998,8960.58
0.575,8457.03
0.5774999999999999,7807.13
0.5799999999999998,7662.64
0.5824999999999998,7520.2
0.585,7623.37
0.5874999999999999,7677.72
0.5899999999999999,7916.09
0.5924999999999998,8237.71
0.595,8754.31
0.5974999999999999,9558.82
0.6,10395.81
