vertical,intensity
0.0,3484.050000000001
1.0008230452674898,3233.6499999999996
2.0016460905349795,3994.4500000000007
3.0024691358024693,3331.8999999999996
4.003292181069959,3729.750000000001
5.004115226337449,3543.299999999999
6.004938271604939,3282.6
7.005761316872428,3793.5
8.006584362139918,3734.399999999999
9.007407407407408,3341.4000000000005
10.008230452674898,3416.649999999999
11.009053497942388,3884.5999999999985
12.009876543209877,4200.149999999999
13.010699588477367,3381.8
14.011522633744857,1017.3499999999997
15.012345679012347,648.65
16.013168724279836,383.89999999999975
17.013991769547324,286.3499999999999
18.014814814814816,2109.0
19.015637860082307,1855.1000000000001
20.016460905349795,5644.150000000001
21.017283950617283,6275.499999999998
22.018106995884775,4910.7
23.018930041152267,4670.1
24.019753086419755,4499.95
25.020576131687243,4831.850000000002
26.021399176954734,4679.050000000002
27.022222222222226,4197.65
28.023045267489714,4587.6
29.0238683127572,4839.800000000001
30.024691358024693,3909.5
31.025514403292185,5031.4
32.02633744855967,3753.949999999999
33.02716049382716,3938.3
34.02798353909465,2988.1000000000004
35.028806584362144,3171.2499999999995
36.02962962962963,3663.0999999999995
37.03045267489712,3636.0499999999997
38.031275720164615,4568.299999999999
39.0320987654321,4104.800000000001
40.03292181069959,3354.0500000000006
41.03374485596708,3986.250000000001
42.03456790123457,3955.499999999999
43.03539094650206,4483.049999999999
44.03621399176955,4041.8
45.03703703703704,4008.2499999999995
46.03786008230453,4149.150000000001
47.03868312757202,4700.75
48.03950617283951,4522.850000000002
49.040329218107,4182.750000000002
50.041152263374485,4291.099999999998
51.04197530864198,4231.450000000001
52.04279835390947,4434.8
53.043621399176956,3929.1499999999996
54.04444444444445,3921.550000000001
55.04526748971194,4898.249999999999
56.04609053497943,3974.2999999999997
57.046913580246915,4476.049999999999
58.0477366255144,5246.0999999999985
59.0485596707819,3635.500000000001
60.04938271604939,3818.599999999999
61.050205761316874,3912.699999999998
62.05102880658437,4309.799999999999
63.05185185185186,4459.5
64.05267489711935,4242.050000000001
65.05349794238684,4309.199999999999
66.05432098765432,4352.75
67.05514403292182,3712.05
68.0559670781893,4292.250000000001
69.05679012345679,4316.75
70.05761316872429,4172.999999999999
71.05843621399177,3707.4499999999985
72.05925925925926,4055.000000000001
73.06008230452676,3940.0
74.06090534979424,4181.8
75.06172839506173,4312.4
76.06255144032923,3862.7499999999995
77.06337448559671,4289.799999999997
78.0641975308642,4155.800000000002
79.06502057613169,4135.1
80.06584362139918,4391.0
81.06666666666668,4499.599999999999
82.06748971193416,4230.449999999999
83.06831275720165,4159.700000000001
84.06913580246913,4196.55
85.06995884773663,4538.300000000001
86.07078189300412,4254.749999999999
87.0716049382716,4577.950000000001
88.0724279835391,4113.900000000001
89.0732510288066,4980.649999999999
90.07407407407408,4291.700000000001
91.07489711934157,4035.3999999999996
92.07572016460907,3953.0
93.07654320987655,4409.900000000001
94.07736625514404,4253.400000000001
95.07818930041152,3962.449999999999
96.07901234567902,3817.6999999999994
97.07983539094651,4249.0
98.080658436214,3728.5499999999993
99.08148148148149,4101.049999999997
100.08230452674897,4156.05
101.08312757201647,4536.05
102.08395061728396,4156.350000000001
103.08477366255144,4638.950000000001
104.08559670781894,3959.1
105.08641975308643,4508.25
106.08724279835391,4611.35
107.08806584362141,4196.0
108.0888888888889,4340.450000000002
109.08971193415638,4486.400000000001
110.09053497942388,4224.4
111.09135802469136,4112.549999999999
112.09218106995885,4503.5
113.09300411522635,4417.0
114.09382716049383,4064.4999999999986
115.09465020576133,4177.449999999999
116.0954732510288,3693.250000000001
117.0962962962963,3992.8999999999987
118.0971193415638,4163.35
119.09794238683128,4135.599999999999
120.09876543209877,3996.1499999999996
121.09958847736627,4271.75
122.10041152263375,3910.649999999999
123.10123456790124,4247.95
124.10205761316874,4036.6500000000005
125.10288065843622,4241.5
126.10370370370372,4549.599999999999
127.1045267489712,4151.55
128.1053497942387,4091.5499999999993
129.10617283950617,4128.1
130.10699588477368,4124.299999999999
131.10781893004116,4811.799999999999
132.10864197530864,4416.9
133.10946502057615,3865.5
134.11028806584363,4746.650000000001
135.11111111111111,3982.1499999999996
136.1119341563786,4031.300000000002
137.1127572016461,4066.3500000000017
138.11358024691359,3951.350000000001
139.11440329218107,4912.149999999999
140.11522633744858,4722.9
141.11604938271606,4292.050000000001
142.11687242798354,4443.95
143.11769547325105,3598.9500000000007
144.11851851851853,4005.4999999999986
145.119341563786,3989.1500000000005
146.12016460905352,4061.1500000000005
147.120987654321,4205.6500000000015
148.12181069958848,4110.400000000001
149.122633744856,4295.750000000001
150.12345679012347,3846.4000000000005
151.12427983539095,4427.2
152.12510288065846,4003.050000000001
153.12592592592594,4262.75
154.12674897119342,3971.5999999999985
155.1275720164609,3833.25
156.1283950617284,3860.199999999999
157.1292181069959,4054.2000000000007
158.13004115226337,4214.4
159.13086419753088,3947.699999999999
160.13168724279836,4123.9
161.13251028806584,4279.499999999999
162.13333333333335,4084.550000000001
163.13415637860084,3809.300000000001
164.13497942386832,3765.149999999999
165.13580246913583,3902.2999999999993
166.1366255144033,4379.250000000002
167.1374485596708,4248.9
168.13827160493827,4359.600000000001
169.13909465020578,3840.300000000001
170.13991769547326,4191.9
171.14074074074074,4002.4500000000003
172.14156378600825,3972.75
173.14238683127573,4130.250000000001
174.1432098765432,4086.8000000000015
175.14403292181072,4187.6
176.1448559670782,3705.099999999999
177.14567901234568,3997.8500000000004
178.1465020576132,4135.800000000001
179.14732510288067,4027.099999999999
180.14814814814815,4069.5500000000015
181.14897119341566,3969.7999999999993
182.14979423868314,4065.399999999999
183.15061728395062,3558.5999999999995
184.15144032921813,3785.799999999999
185.1522633744856,4456.650000000001
186.1530864197531,3700.1499999999987
187.15390946502058,3991.7999999999997
188.15473251028808,3776.050000000001
189.15555555555557,4102.699999999999
190.15637860082305,4157.099999999998
191.15720164609056,4033.099999999999
192.15802469135804,4164.249999999998
193.15884773662552,4271.900000000001
194.15967078189303,3991.0999999999995
195.1604938271605,4315.549999999999
196.161316872428,4024.6499999999996
197.1621399176955,3803.499999999998
198.16296296296298,4388.499999999999
199.16378600823046,3870.05
200.16460905349794,3995.3999999999996
201.16543209876545,3773.6000000000004
202.16625514403293,4080.9500000000007
203.1670781893004,3869.050000000002
204.16790123456792,4057.900000000001
205.1687242798354,3643.449999999999
206.16954732510288,3922.7999999999997
207.1703703703704,3748.900000000001
208.17119341563787,3792.900000000001
209.17201646090535,3580.0499999999993
210.17283950617286,3728.2999999999993
211.17366255144034,4153.1
212.17448559670783,4073.9000000000005
213.17530864197533,4233.65
214.17613168724282,5248.85
215.1769547325103,3605.7999999999993
216.1777777777778,3804.0500000000006
217.1786008230453,3675.7499999999995
218.17942386831277,3728.750000000002
219.18024691358025,3887.499999999999
220.18106995884776,3982.5500000000006
221.18189300411524,3925.550000000001
222.18271604938272,3918.3
223.18353909465023,3836.45
224.1843621399177,3953.4000000000005
225.1851851851852,4001.949999999999
226.1860082304527,3946.500000000002
227.18683127572018,4113.75
228.18765432098766,3672.1000000000004
229.18847736625517,3926.299999999999
230.18930041152265,3512.950000000001
231.19012345679013,3461.050000000001
232.1909465020576,3908.1
233.19176954732512,3709.95
234.1925925925926,4087.399999999999
235.19341563786008,4050.55
236.1942386831276,4549.450000000003
237.19506172839507,4062.399999999999
238.19588477366256,3521.7999999999997
239.19670781893007,4258.5
240.19753086419755,3543.9999999999995
241.19835390946503,3766.05
242.19917695473254,3722.350000000001
243.20000000000002,4178.599999999999
244.2008230452675,3383.849999999999
245.201646090535,3940.45
246.2024691358025,4260.250000000001
247.20329218106997,3657.0500000000006
248.20411522633748,4288.35
249.20493827160496,3742.900000000001
250.20576131687244,4049.25
251.20658436213992,4540.899999999999
252.20740740740743,4021.0
