0 7.13513e-05 0.997933 7.54563e-05
35 0.000582342 0.121945 7.54563e-05
35.01 2.4985e-05 0.121945 3.27919e-06
55 0.000133573 0.0212362 3.20252e-06
55.01 0.000133573 0.0212362 3.20252e-06
164 0.000105706 0.0265716 3.20116e-06
164.01 0.000105706 0.0265716 3.20116e-06
175 7.35134e-05 0.0379298 3.20116e-06
183.333 4.75675e-05 0.0574186 3.20116e-06
191.667 2.45045e-05 0.103052 3.20116e-06
200 3.6997e-05 0.0825788 3.20116e-06
208.333 2.54654e-05 0.101435 3.20116e-06
216.667 4.94894e-05 0.0563372 3.20116e-06
225 7.35134e-05 0.0381332 3.20116e-06
233.333 9.84984e-05 0.028828 3.20116e-06
241.667 0.000137898 0.023889 3.20116e-06
250 0.000152312 0.0155982 3.20116e-06
