0 8.3083e-06 0.942318 8.34348e-06
35 0.000229029 0.0340213 8.34348e-06
35.01 0.000126526 0.0340213 4.06679e-06
55 0.000159359 0.0142908 4.04141e-06
55.01 0.000159359 0.0142908 4.04141e-06
164 6.48648e-05 0.0498026 4.04141e-06
164.01 6.48648e-05 0.0498026 4.04141e-06
175 4.44444e-05 0.0742674 4.04141e-06
177.586 4.6046e-05 0.0773371 4.04141e-06
180.172 4.04404e-05 0.0854438 4.04141e-06
182.759 3.48348e-05 0.0980034 4.04141e-06
185.345 3.16316e-05 0.11669 4.04141e-06
187.931 2.92292e-05 0.119722 4.04141e-06
190.517 2.84284e-05 0.140809 4.04141e-06
193.103 2.28228e-05 0.154461 4.04141e-06
195.69 2.04204e-05 0.154917 4.04141e-06
198.276 1.8018e-05 0.190515 4.04141e-06
200.862 1.56156e-05 0.181731 4.04141e-06
203.448 3.24324e-05 0.129456 4.04141e-06
206.034 4.2042e-05 0.0444338 4.04141e-06
208.621 5.72572e-05 0.0685292 4.04141e-06
211.207 7.48748e-05 0.0534019 4.04141e-06
213.793 8.84884e-05 0.0423454 4.04141e-06
216.379 8.76876e-05 0.0431072 4.04141e-06
218.966 9.4094e-05 0.0326494 4.04141e-06
221.552 9.8098e-05 0.0457077 4.04141e-06
224.138 9.96996e-05 0.0297745 4.04141e-06
226.724 0.000102102 0.0238236 4.04141e-06
229.31 0.000106907 0.0149396 4.04141e-06
231.897 0.000118118 0.0147367 4.04141e-06
234.483 0.000118118 0.022263 4.04141e-06
237.069 0.00011972 0.0165299 4.04141e-06
239.655 0.000145345 0.0142843 4.04141e-06
242.241 0.000138138 0.0178485 4.04141e-06
244.828 0.000136536 0.0189628 4.04141e-06
247.414 0.00013974 0.0216538 4.04141e-06
250 0.000156556 0.0176935 4.04141e-06
