0 1.17117e-05 0.999493 1.25187e-05
35 0.000325125 0.0360844 1.25187e-05
35.01 0.000126526 0.0360844 4.46456e-06
55 0.000167367 0.0152434 4.43446e-06
55.01 0.000167367 0.0152434 4.43446e-06
164 6.64664e-05 0.0520782 4.43446e-06
164.01 6.64664e-05 0.0520782 4.43446e-06
175 4.6046e-05 0.0775344 4.43446e-06
177.586 4.76476e-05 0.0807916 4.43446e-06
180.172 4.2042e-05 0.0892507 4.43446e-06
182.759 3.56356e-05 0.102297 4.43446e-06
185.345 3.32332e-05 0.121674 4.43446e-06
187.931 2.92292e-05 0.124998 4.43446e-06
190.517 2.92292e-05 0.146879 4.43446e-06
193.103 2.36236e-05 0.161187 4.43446e-06
195.69 2.04204e-05 0.161971 4.43446e-06
198.276 1.88188e-05 0.198905 4.43446e-06
200.862 1.64164e-05 0.190091 4.43446e-06
203.448 3.32332e-05 0.136127 4.43446e-06
206.034 4.28428e-05 0.0478338 4.43446e-06
208.621 5.72572e-05 0.0724338 4.43446e-06
211.207 7.48748e-05 0.0565795 4.43446e-06
213.793 8.92892e-05 0.0450016 4.43446e-06
216.379 8.76876e-05 0.0456619 4.43446e-06
218.966 9.48948e-05 0.0347517 4.43446e-06
221.552 9.88988e-05 0.0481367 4.43446e-06
224.138 9.96996e-05 0.0315509 4.43446e-06
226.724 0.000102903 0.0253679 4.43446e-06
229.31 0.000117317 0.0161411 4.43446e-06
231.897 0.000118118 0.0159199 4.43446e-06
234.483 0.000118919 0.0236582 4.43446e-06
237.069 0.000121321 0.0177311 4.43446e-06
239.655 0.000146146 0.0153701 4.43446e-06
242.241 0.000138939 0.0190347 4.43446e-06
244.828 0.000138138 0.0201662 4.43446e-06
247.414 0.00014054 0.0228886 4.43446e-06
250 0.000157357 0.0187912 4.43446e-06
