0 1.51351e-05 0.410306 6.7073e-06
35 0.000124925 0.0501386 6.7073e-06
35.01 2.4985e-05 0.0501386 1.3352e-06
55 0.000122042 0.00959207 1.30457e-06
55.01 0.000122042 0.00959207 1.30457e-06
164 9.41741e-05 0.0119904 1.30385e-06
164.01 9.41741e-05 0.0119904 1.30385e-06
175 6.77477e-05 0.0171098 1.30385e-06
183.333 4.37237e-05 0.0259527 1.30385e-06
191.667 2.25826e-05 0.0463859 1.30385e-06
200 3.6997e-05 0.0340008 1.30385e-06
208.333 2.35435e-05 0.0456326 1.30385e-06
216.667 4.56456e-05 0.0254333 1.30385e-06
225 6.77477e-05 0.0172178 1.30385e-06
233.333 8.98498e-05 0.0130198 1.30385e-06
241.667 0.000122522 0.0108244 1.30385e-06
250 0.000142703 0.00681981 1.30385e-06
