200  50 
-0.15  -0.143878  -0.137755  -0.131633  -0.12551  -0.119388  -0.113265  -0.107143  -0.10102  -0.094898  -0.0887755  -0.0826531  -0.0765306  -0.0704082  -0.0642857  -0.0581633  -0.0520408  -0.0459184  -0.0397959  -0.0336735  -0.027551  -0.0214286  -0.0153061  -0.00918367  -0.00306122  0.00306122  0.00918367  0.0153061  0.0214286  0.027551  0.0336735  0.0397959  0.0459184  0.0520408  0.0581633  0.0642857  0.0704082  0.0765306  0.0826531  0.0887755  0.094898  0.10102  0.107143  0.113265  0.119388  0.12551  0.131633  0.137755  0.143878  0.15  
-0.0005    -5.46e-07  -1.13443e-07  -7.37525e-09  1.83379e-08  1.3737e-08  -1.198e-09  -1.72041e-08  -3.04774e-08  -4.01111e-08  -4.65263e-08  -4.9996e-08  -5.11957e-08  -5.08539e-08  -4.9458e-08  -4.71271e-08  -4.43378e-08  -4.13635e-08  -3.84409e-08  -3.56612e-08  -3.29046e-08  -3.05551e-08  -2.86173e-08  -2.7041e-08  -2.59689e-08  -2.54874e-08  -2.54868e-08  -2.59689e-08  -2.7041e-08  -2.86173e-08  -3.05551e-08  -3.29046e-08  -3.56612e-08  -3.84409e-08  -4.13635e-08  -4.43378e-08  -4.71271e-08  -4.9458e-08  -5.08539e-08  -5.11957e-08  -4.9996e-08  -4.65263e-08  -4.01111e-08  -3.04774e-08  -1.72041e-08  -1.198e-09  1.3737e-08  1.83379e-08  -7.37525e-09  -1.13443e-07  -5.46e-07   
-0.000494975    -5.45745e-07  -1.12973e-07  -6.85925e-09  1.88571e-08  1.42589e-08  -6.73952e-10  -1.66907e-08  -2.9959e-08  -3.95953e-08  -4.60019e-08  -4.94746e-08  -5.06561e-08  -5.0319e-08  -4.89179e-08  -4.65843e-08  -4.37998e-08  -4.08277e-08  -3.79014e-08  -3.51129e-08  -3.23633e-08  -3.00162e-08  -2.80792e-08  -2.65009e-08  -2.54254e-08  -2.49331e-08  -2.49356e-08  -2.5427e-08  -2.65014e-08  -2.80792e-08  -3.0016e-08  -3.23634e-08  -3.51134e-08  -3.79015e-08  -4.08275e-08  -4.37968e-08  -4.65847e-08  -4.89183e-08  -5.03219e-08  -5.06566e-08  -4.94746e-08  -4.60001e-08  -3.95917e-08  -2.99603e-08  -1.66907e-08  -6.74069e-10  1.42581e-08  1.88571e-08  -6.85972e-09  -1.12953e-07  -5.45745e-07   
-0.00048995    -5.45491e-07  -1.12496e-07  -6.34102e-09  1.93783e-08  1.47816e-08  -1.48791e-10  -1.61775e-08  -2.94387e-08  -3.90764e-08  -4.54749e-08  -4.89536e-08  -5.01168e-08  -4.97826e-08  -4.83752e-08  -4.60405e-08  -4.32586e-08  -4.0289e-08  -3.73609e-08  -3.45634e-08  -3.18189e-08  -2.94807e-08  -2.75423e-08  -2.59612e-08  -2.48798e-08  -2.43773e-08  -2.43813e-08  -2.4882e-08  -2.59612e-08  -2.75423e-08  -2.94807e-08  -3.18191e-08  -3.45641e-08  -3.7361e-08  -4.02888e-08  -4.32541e-08  -4.6041e-08  -4.83758e-08  -4.9787e-08  -5.01173e-08  -4.89536e-08  -4.54721e-08  -3.90712e-08  -2.94403e-08  -1.61775e-08  -1.48969e-10  1.47805e-08  1.93783e-08  -6.34163e-09  -1.12465e-07  -5.45491e-07   
-0.000484925    -5.45237e-07  -1.12013e-07  -5.82127e-09  1.99008e-08  1.53047e-08  3.76758e-10  -1.56648e-08  -2.89172e-08  -3.85554e-08  -4.49461e-08  -4.8433e-08  -4.95784e-08  -4.92454e-08  -4.7831e-08  -4.54966e-08  -4.27155e-08  -3.97495e-08  -3.68199e-08  -3.40136e-08  -3.12723e-08  -2.89478e-08  -2.7006e-08  -2.54256e-08  -2.43328e-08  -2.3821e-08  -2.38254e-08  -2.43346e-08  -2.54256e-08  -2.7006e-08  -2.89478e-08  -3.12725e-08  -3.40144e-08  -3.68201e-08  -3.97494e-08  -4.27105e-08  -4.54971e-08  -4.78316e-08  -4.92503e-08  -4.95788e-08  -4.8433e-08  -4.49432e-08  -3.85503e-08  -2.89183e-08  -1.56648e-08  3.76561e-10  1.53034e-08  1.99007e-08  -5.82175e-09  -1.11979e-07  -5.45237e-07   
-0.000479899    -5.44984e-07  -1.11525e-07  -5.3027e-09  2.04236e-08  1.58273e-08  9.01963e-10  -1.51529e-08  -2.83981e-08  -3.80331e-08  -4.44165e-08  -4.79133e-08  -4.90412e-08  -4.87083e-08  -4.72862e-08  -4.49534e-08  -4.21714e-08  -3.92151e-08  -3.62791e-08  -3.34644e-08  -3.07286e-08  -2.84157e-08  -2.64705e-08  -2.48907e-08  -2.37866e-08  -2.3265e-08  -2.32691e-08  -2.37876e-08  -2.48907e-08  -2.64705e-08  -2.84157e-08  -3.07287e-08  -3.34651e-08  -3.62793e-08  -3.92151e-08  -4.21669e-08  -4.49539e-08  -4.72867e-08  -4.87127e-08  -4.90417e-08  -4.79133e-08  -4.44141e-08  -3.80295e-08  -2.83986e-08  -1.51529e-08  9.01777e-10  1.58261e-08  2.04236e-08  -5.30293e-09  -1.11494e-07  -5.44984e-07   
-0.000474874    -5.44733e-07  -1.11036e-07  -4.78894e-09  2.09433e-08  1.63487e-08  1.42609e-09  -1.4642e-08  -2.78838e-08  -3.75128e-08  -4.38874e-08  -4.73946e-08  -4.85058e-08  -4.81719e-08  -4.67422e-08  -4.4412e-08  -4.16276e-08  -3.86868e-08  -3.57392e-08  -3.29167e-08  -3.01912e-08  -2.78846e-08  -2.59361e-08  -2.43567e-08  -2.3245e-08  -2.27106e-08  -2.27141e-08  -2.32453e-08  -2.43567e-08  -2.59361e-08  -2.78846e-08  -3.01912e-08  -3.29173e-08  -3.57393e-08  -3.86868e-08  -4.1624e-08  -4.44124e-08  -4.67426e-08  -4.81755e-08  -4.85062e-08  -4.73946e-08  -4.38857e-08  -3.75109e-08  -2.78839e-08  -1.4642e-08  1.42593e-09  1.63477e-08  2.09433e-08  -4.78901e-09  -1.11011e-07  -5.44733e-07   
-0.000469849    -5.44483e-07  -1.10546e-07  -4.28094e-09  2.14582e-08  1.68685e-08  1.94844e-09  -1.41325e-08  -2.73748e-08  -3.69967e-08  -4.33617e-08  -4.68773e-08  -4.79726e-08  -4.76378e-08  -4.62026e-08  -4.38726e-08  -4.10858e-08  -3.81608e-08  -3.52014e-08  -3.23711e-08  -2.96606e-08  -2.73548e-08  -2.5403e-08  -2.38239e-08  -2.27089e-08  -2.21583e-08  -2.21612e-08  -2.27089e-08  -2.38239e-08  -2.5403e-08  -2.73548e-08  -2.96606e-08  -3.23716e-08  -3.52015e-08  -3.81608e-08  -4.10834e-08  -4.38729e-08  -4.62028e-08  -4.76402e-08  -4.79729e-08  -4.68773e-08  -4.33607e-08  -3.69959e-08  -2.73748e-08  -1.41325e-08  1.94831e-09  1.68677e-08  2.14582e-08  -4.28094e-09  -1.10529e-07  -5.44483e-07   
-0.000464824    -5.44236e-07  -1.10058e-07  -3.77754e-09  2.19673e-08  1.73862e-08  2.46855e-09  -1.36245e-08  -2.68677e-08  -3.64855e-08  -4.28405e-08  -4.63616e-08  -4.74418e-08  -4.71073e-08  -4.56687e-08  -4.33357e-08  -4.05482e-08  -3.76359e-08  -3.46674e-08  -3.1828e-08  -2.91328e-08  -2.68266e-08  -2.48715e-08  -2.32926e-08  -2.21778e-08  -2.16086e-08  -2.16109e-08  -2.21778e-08  -2.32926e-08  -2.48715e-08  -2.68266e-08  -2.91328e-08  -3.18284e-08  -3.46674e-08  -3.76359e-08  -4.05468e-08  -4.3336e-08  -4.56688e-08  -4.71088e-08  -4.74421e-08  -4.63616e-08  -4.28401e-08  -3.64853e-08  -2.68677e-08  -1.36245e-08  2.46845e-09  1.73856e-08  2.19673e-08  -3.77754e-09  -1.10048e-07  -5.44236e-07   
-0.000459799    -5.4399e-07  -1.09572e-07  -3.27537e-09  2.2471e-08  1.79015e-08  2.98583e-09  -1.31183e-08  -2.63617e-08  -3.59797e-08  -4.2325e-08  -4.58477e-08  -4.69139e-08  -4.65816e-08  -4.51419e-08  -4.28016e-08  -4.00157e-08  -3.71124e-08  -3.41379e-08  -3.12877e-08  -2.86063e-08  -2.63003e-08  -2.43419e-08  -2.27631e-08  -2.16482e-08  -2.10618e-08  -2.10636e-08  -2.16482e-08  -2.27631e-08  -2.43419e-08  -2.63003e-08  -2.86063e-08  -3.1288e-08  -3.4138e-08  -3.71124e-08  -4.0015e-08  -4.28018e-08  -4.51419e-08  -4.65824e-08  -4.69142e-08  -4.58477e-08  -4.23249e-08  -3.59797e-08  -2.63617e-08  -1.31183e-08  2.98576e-09  1.7901e-08  2.2471e-08  -3.27537e-09  -1.09567e-07  -5.4399e-07   
