	Line1	Line2	Center	Line3	Line4
38.95	-0.812468641	-1.118329383	-1.235281884	-0.990090879	-0.984675783
39	-0.520808164	-1.033102804	-1.249172123	-1.017605178	-0.910044775
39.05	-0.229163688	-0.947891235	-1.263047369	-1.045103468	-0.835412736
39.1	-0.309527213	-0.867942678	-1.203466622	-1.176498746	-0.991372668
39.15	-0.389906738	-0.787995131	-1.143869882	-1.307880014	-1.147316571
39.2	-0.359110264	-0.813348595	-1.115951149	-1.293447272	-1.191947444
39.25	-0.32829979	-0.83868707	-1.088017422	-1.279014519	-1.236564287
39.3	-0.236849317	-0.855785555	-1.116189702	-1.278360755	-1.2324891
39.35	-0.145399845	-0.872899051	-1.14437799	-1.277706981	-1.228413884
39.4	-0.321512373	-0.997647558	-1.290226284	-1.208892197	-1.294605638
39.45	-0.497625902	-1.122397076	-1.436059585	-1.140092401	-1.360797363
39.5	-0.721101431	-1.049315604	-1.292341893	-1.029101596	-1.243472058
39.55	-0.944562961	-0.976235143	-1.148639207	-0.91809678	-1.126146723
39.6	-0.782388491	-0.915040693	-1.149407529	-0.972388953	-1.174454359
39.65	-0.620214022	-0.853846253	-1.150159858	-1.026667116	-1.222747965
39.7	-0.353196554	-0.946780824	-1.245547193	-1.069012268	-1.240080541
39.75	-0.086179086	-1.039715406	-1.340934535	-1.11137241	-1.257399088
39.8	-0.155724619	-1.092045999	-1.185040884	-0.983857541	-1.308850605
39.85	-0.225286152	-1.144377602	-1.02914624	-0.856356662	-1.360302092
39.9	-0.351303686	-1.223655216	-1.144660603	-0.896458772	-1.37040255
39.95	-0.47732222	-1.302932841	-1.260189973	-0.936560872	-1.380501978
40	-0.522011755	-1.281030476	-1.28149635	-0.981515961	-1.297234377
40.05	-0.566716291	-1.259127123	-1.302817733	-1.02647004	-1.213949746
40.1	-0.475326827	-1.187205779	-1.127544124	-1.029814108	-1.191442085
40.15	-0.383953364	-1.115284447	-0.952287521	-1.033173166	-1.168919395
40.2	-0.523826901	-0.994520126	-0.961004925	-1.158511213	-1.072924674
40.25	-0.663685439	-0.873755815	-0.969737336	-1.283833249	-0.976930925
40.3	-0.554336977	-0.842071514	-0.961640754	-1.554572276	-0.883271145
40.35	-0.444972516	-0.810388225	-0.953558179	-1.825310291	-0.789611337
40.4	-0.458092056	-0.802766946	-1.028529611	-1.609294296	-0.850385498
40.45	-0.471210596	-0.795146678	-1.103501049	-1.393292291	-0.91115963
40.5	-0.446563137	-0.846043421	-1.184072495	-1.272933275	-1.197901732
40.55	-0.421931678	-0.896940174	-1.264658947	-1.152574248	-1.484627804
40.6	-0.30602222	-0.879782938	-1.370712406	-1.056201211	-1.334189847
40.65	-0.190112762	-0.862625713	-1.476765872	-0.959813164	-1.18375186
40.7	-0.234969305	-0.985070499	-1.385844345	-0.862479105	-1.261752844
40.75	-0.279810849	-1.107531295	-1.294921825	-0.765161037	-1.339738798
40.8	-0.436926393	-1.028561102	-1.141408312	-0.592188958	-1.392517722
40.85	-0.594042938	-0.94957492	-0.987879806	-0.419232868	-1.445296617
40.9	-0.584074483	-0.921919748	-1.038070306	-0.590895768	-1.303982482
40.95	-0.574091029	-0.894248588	-1.088261814	-0.762543657	-1.162654317
41	-0.448416575	-0.933350438	-1.135752328	-0.965030536	-1.163019123
41.05	-0.322741122	-0.972452298	-1.183227849	-1.167516404	-1.163382899
41.1	-0.39642167	-1.00323817	-1.230428377	-1.227180262	-1.210317645
41.15	-0.470102218	-1.034024052	-1.277612912	-1.286859109	-1.257236362
41.2	-0.547048767	-1.081594944	-1.312469454	-1.252817946	-1.364046049
41.25	-0.624010316	-1.129164848	-1.347310002	-1.218792772	-1.470855706
41.3	-0.511273866	-1.130440762	-1.226221558	-1.177962588	-1.370100334
41.35	-0.398538417	-1.131715687	-1.10511812	-1.137131393	-1.269343932
41.4	-0.455388968	-1.213008623	-1.08369969	-1.039111188	-1.189950501
41.45	-0.512238519	-1.294301569	-1.062281266	-0.941105972	-1.11054204
41.5	-0.568677072	-1.233274526	-1.042678849	-0.932882746	-1.067418549
41.55	-0.625115624	-1.172263494	-1.023091439	-0.924660509	-1.024280029
41.6	-0.258061178	-1.018418473	-0.930293036	-0.979456261	-0.922715479
41.65	0.108977269	-0.864557462	-0.837478639	-1.034237003	-0.821150899
41.7	-0.025769286	-0.835270462	-0.90123525	-1.030896735	-0.93113429
41.75	-0.160530841	-0.805982473	-0.964991867	-1.027541456	-1.041116651
41.8	-0.330311397	-0.916480494	-1.060578492	-1.097612166	-1.236014983
41.85	-0.500106953	-1.026978526	-1.156179123	-1.167681866	-1.430898284
41.9	-0.59739351	-0.914743569	-1.299617761	-1.261067556	-1.282901556
41.95	-0.694695067	-0.802508623	-1.443070406	-1.354453235	-1.134903799
42	-0.671604625	-0.886120687	-1.413687058	-1.050376903	-1.143752012
42.05	-0.648529183	-0.969717762	-1.384303717	-0.746286561	-1.152614195
42.1	-0.635982742	-0.884872848	-1.232652382	-0.721904208	-1.236108349
42.15	-0.623451302	-0.800042945	-1.081015055	-0.697537845	-1.319601473
42.2	-0.454959862	-0.814654052	-0.981960734	-0.711623471	-1.178760567
42.25	-0.286468423	-0.82925117	-0.88292142	-0.725724087	-1.037919632
42.3	-0.158030984	-0.896627299	-0.991462114	-0.719835692	-1.016676667
42.35	-0.029593546	-0.963989438	-1.100018814	-0.713963287	-0.995449672
42.4	-0.201618109	-0.989907588	-1.08861052	-0.863073871	-1.001809648
42.45	-0.373625672	-1.015826749	-1.077217234	-1.012183445	-1.008169594
42.5	-0.444819235	-1.01021992	-1.208081955	-1.010110008	-1.18339951
42.55	-0.5160138	-1.004599103	-1.338930682	-1.008036561	-1.358644397
42.6	-0.330279364	-1.008819296	-1.323280417	-0.972714103	-1.313277254
42.65	-0.14454593	-1.013040499	-1.307630158	-0.937391635	-1.267910082
42.7	-0.267008496	-1.089816714	-1.140505906	-0.882949156	-1.24318788
42.75	-0.389472062	-1.166592939	-0.973382661	-0.828492667	-1.218465648
42.8	-0.578600629	-1.160284175	-1.078627423	-0.780261167	-1.068087387
42.85	-0.767729197	-1.153961422	-1.183872192	-0.732014656	-0.917709096
42.9	-0.498148765	-1.115655679	-1.095223968	-0.887319135	-0.918163775
42.95	-0.228582334	-1.077334947	-1.00657575	-1.042609604	-0.918603425
43	-0.273225903	-1.033765226	-0.98006154	-1.177667062	-1.055243045
43.05	-0.317884473	-0.990195515	-0.953547336	-1.312739509	-1.191897635
43.1	-0.345682044	-0.915985815	-0.921463139	-1.304027946	-1.226731196
43.15	-0.373495615	-0.841776126	-0.889363949	-1.295316373	-1.261563727
43.2	-0.366655187	-0.847446448	-1.087657766	-1.232985789	-1.231180228
43.25	-0.359830759	-0.85310178	-1.28596659	-1.170655194	-1.2007967
43.3	-0.487344332	-0.989372123	-1.248770421	-1.149339589	-1.244785143
43.35	-0.614873905	-1.125642477	-1.211575259	-1.128039973	-1.288772555
43.4	-0.676652479	-1.132640842	-1.053911103	-0.952336347	-1.267742938
43.45	-0.738431054	-1.139638217	-0.896247955	-0.77663271	-1.246713291
43.5	-0.609597629	-1.068328603	-0.971005813	-0.806312063	-1.107305615
43.55	-0.480748204	-0.997033	-1.045764678	-0.835992405	-0.967897909
43.6	-0.244187781	-0.952670407	-1.07694355	-0.881128737	-1.094375173
43.65	-0.007626357	-0.908291825	-1.108107429	-0.926281058	-1.220852408
43.7	-0.128960935	-1.020407254	-1.136387315	-0.904111369	-1.215462613
43.75	-0.250294513	-1.132523694	-1.164652207	-0.881941669	-1.210072789
43.8	-0.395905091	-1.171046144	-1.248718107	-0.906234959	-1.258835934
43.85	-0.54150067	-1.209553605	-1.332769013	-0.930543238	-1.30760005
43.9	-0.45531525	-1.155913077	-1.257563926	-0.965182507	-1.132456137
43.95	-0.36912983	-1.102257559	-1.182358847	-0.999835765	-0.957312194
44	-0.404862411	-1.059100053	-0.995092774	-0.965490013	-1.030840221
44.05	-0.440593993	-1.015926557	-0.807842708	-0.93115825	-1.104369219
44.1	-0.455009575	-0.985251071	-0.825273648	-0.864494476	-1.082790187
44.15	-0.469425157	-0.954574597	-0.842704596	-0.797844692	-1.061210125
44.2	-0.34855674	-1.022089133	-0.999341551	-0.765070898	-0.949711034
44.25	-0.227688324	-1.089603679	-1.155963512	-0.732311093	-0.838195913
44.3	-0.394889908	-1.183195237	-1.11661648	-0.937665277	-0.879832762
44.35	-0.562076493	-1.276771805	-1.077254456	-1.143034451	-0.921455582
44.4	-0.472015078	-1.227968384	-1.212971438	-1.259856615	-1.025425372
44.45	-0.381954664	-1.179149974	-1.348704427	-1.376678768	-1.129379132
44.5	-0.189033251	-0.994680574	-1.292633423	-1.28891191	-0.992397863
44.55	0.003872162	-0.810212185	-1.236578425	-1.201159042	-0.855415564
44.6	-0.210525426	-0.821985807	-1.155224435	-1.049809163	-1.005207236
44.65	-0.424907014	-0.83377544	-1.073869451	-0.898458274	-1.154998878
44.7	-0.461829603	-0.878631083	-1.030754475	-0.737570374	-1.20789649
44.75	-0.498752192	-0.923500737	-0.987653505	-0.576682464	-1.260780073
44.8	-0.465468782	-0.914813402	-0.987338542	-0.758873544	-1.131732626
44.85	-0.432185373	-0.906125077	-0.987008586	-0.941064612	-1.002700149
44.9	-0.214148964	-1.001563764	-1.012816637	-0.962366671	-1.040064643
44.95	0.003887444	-1.09698646	-1.038624695	-0.983653718	-1.077429107
45	-0.027877148	-1.116558168	-1.152155759	-1.077267756	-1.096086541
45.05	-0.059641741	-1.136144886	-1.265686831	-1.170866782	-1.114758946
45.1	-0.272452334	-1.183960616	-1.310308909	-1.036406798	-1.208062321
45.15	-0.485262928	-1.231775355	-1.354946995	-0.901947804	-1.301365666
45.2	-0.488341523	-1.209355106	-1.280474087	-1.025269799	-1.138138982
45.25	-0.491404118	-1.186934867	-1.206002186	-1.148576784	-0.974911268
45.3	-0.520071714	-1.200219639	-1.094481292	-1.016589758	-0.946128525
45.35	-0.54873931	-1.213504422	-0.982975404	-0.884601721	-0.917345752
45.4	-0.471281907	-1.129453215	-1.043405524	-0.959538674	-0.876875949
45.45	-0.393839504	-1.045402019	-1.103836651	-1.034475617	-0.836389117
45.5	-0.177649102	-0.936418834	-1.060247784	-0.943503549	-0.773427255
45.55	0.038541299	-0.82743466	-1.016658924	-0.85254747	-0.710465363
45.6	-0.0748733	-0.918173496	-0.971499072	-0.948571381	-0.846538442
45.65	-0.1882879	-1.008912343	-0.926323226	-1.044581282	-0.982627491
45.7	-0.2676305	-1.024288201	-1.074049387	-1.051768172	-1.07942451
45.75	-0.346987101	-1.039678069	-1.221790555	-1.058956051	-1.1762065
45.8	-0.363035703	-1.030410948	-1.390726729	-1.26015992	-1.04135946
45.85	-0.379084305	-1.021143838	-1.559646911	-1.461362778	-0.906513391
45.9	-0.351674907	-1.108692739	-1.472937099	-1.277540626	-0.944198292
45.95	-0.32428151	-1.19624265	-1.386211295	-1.093719464	-0.981898163
46	-0.385588114	-1.014108572	-1.228167497	-0.89779729	-1.093847004
46.05	-0.446893718	-0.831958505	-1.070122706	-0.701875107	-1.205810816
46.1	-0.390295323	-0.788389448	-1.079328922	-0.697893912	-1.069011599
46.15	-0.333680929	-0.744820403	-1.088520145	-0.693926708	-0.932211351
46.2	-0.156583535	-0.785358368	-1.040964375	-0.795795492	-1.006852074
46.25	0.020513859	-0.825895343	-0.993408611	-0.897648267	-1.081493768
46.3	-0.139470749	-0.84743533	-1.037451855	-0.89491803	-1.014563431
46.35	-0.299470356	-0.868975327	-1.081509105	-0.892171783	-0.947649066
46.4	-0.272198965	-0.947385335	-1.114749362	-0.934104526	-1.11808467
46.45	-0.244927574	-1.025779353	-1.148003627	-0.976051258	-1.288520245
46.5	-0.009908183	-1.050493382	-1.141569898	-0.92432498	-1.23837479
46.55	0.225111207	-1.075223422	-1.135137176	-0.872613691	-1.188245306
46.6	-0.091596404	-1.140388473	-0.98107446	-0.960352391	-1.124015791
46.65	-0.408304015	-1.205553535	-0.826997752	-1.048091082	-1.059786248
46.7	-0.519841627	-1.168072607	-0.937156051	-1.013667761	-0.908398674
46.75	-0.631379239	-1.13060669	-1.047300356	-0.97925943	-0.757026071
46.8	-0.384335852	-1.103211783	-1.105319668	-0.955335089	-0.803255439
46.85	-0.137276465	-1.075832888	-1.163339988	-0.931409736	-0.849483776
46.9	-0.072515079	-1.054770003	-1.045517314	-1.007948374	-0.983359084
46.95	-0.007752694	-1.033723128	-0.927694647	-1.084502001	-1.117250363
47	-0.139920309	-1.019085265	-0.928051986	-1.039962617	-1.169841611
47.05	-0.272087925	-1.004446412	-0.928408333	-0.995407223	-1.222448831
47.1	-0.229542541	-0.96418957	-1.135414687	-0.967941819	-1.10446302
47.15	-0.187013158	-0.923915739	-1.342422047	-0.940492403	-0.98649118
47.2	-0.359631776	-1.064016918	-1.304769415	-1.071412978	-0.98349531
47.25	-0.532265394	-1.204103108	-1.267131789	-1.202334541	-0.980483411
47.3	-0.528066013	-1.158260309	-1.26843417	-1.047473095	-1.116388482
47.35	-0.523865632	-1.11243352	-1.269752558	-0.892596638	-1.252292523
47.4	-0.576199252	-1.037248743	-1.276655953	-0.96847917	-1.083921534
47.45	-0.628532872	-0.962062976	-1.283558354	-1.044361692	-0.915566516
47.5	-0.377079493	-0.891089219	-1.206797763	-0.998815203	-0.964358469
47.55	-0.125626114	-0.820115474	-1.130021179	-0.953267703	-1.013134391
47.6	-0.185650736	-0.877621739	-1.112006601	-0.947485194	-1.002570285
47.65	-0.245674359	-0.935142015	-1.09400703	-0.941702673	-0.992005148
47.7	-0.405979982	-0.988497301	-1.161899466	-0.953559142	-1.225519982
47.75	-0.566284606	-1.041851599	-1.229791909	-0.965431601	-1.459019786
47.8	-0.35186423	-1.019812907	-1.219193359	-0.898751049	-1.38004956
47.85	-0.137443855	-0.997775225	-1.208593816	-0.832070487	-1.301079305
47.9	-0.188038481	-1.036801555	-1.08971928	-0.762978914	-1.27618702
47.95	-0.238648107	-1.075828895	-0.97085875	-0.69388733	-1.251293706
48	-0.462856734	-1.133807246	-1.042749228	-0.724618736	-1.191473362
48.05	-0.687080361	-1.191785608	-1.114639712	-0.755366132	-1.131667988
48.1	-0.505573989	-1.08710598	-1.076117203	-0.833033517	-0.933725585
48.15	-0.324066617	-0.982425363	-1.037594701	-0.910716891	-0.735797152
48.2	-0.210156246	-0.987806757	-1.072497206	-1.042598255	-0.808270689
48.25	-0.096244876	-0.993204161	-1.107400718	-1.174480608	-0.880728197
48.3	-0.115482506	-0.936802577	-1.163467237	-1.218288951	-1.017120675
48.35	-0.134720136	-0.880386003	-1.219533762	-1.262112284	-1.153513124
48.4	-0.068736768	-0.828073439	-1.257901295	-1.185101605	-1.108951542
48.45	-0.002754399	-0.775761887	-1.296251834	-1.108090917	-1.064373932
48.5	-0.188603032	-0.979156345	-1.26549638	-1.042600218	-1.262839291
48.55	-0.374450665	-1.182536814	-1.234740933	-0.977094508	-1.461303621
48.6	-0.573253298	-1.177816293	-1.129629493	-0.769438788	-1.353371921
48.65	-0.772071932	-1.173096784	-1.02451806	-0.561797057	-1.245456192
48.7	-0.658863567	-1.028545285	-1.080340634	-0.678542316	-1.122570433
48.75	-0.545654202	-0.883994796	-1.136163215	-0.795287564	-0.999685644
48.8	-0.327098838	-0.849825319	-1.252547802	-0.967803802	-1.067305826
48.85	-0.108543475	-0.815655852	-1.368933397	-1.140320029	-1.134925978
48.9	-0.205418112	-0.799950396	-1.304043998	-1.197311245	-1.0601821
48.95	-0.302291749	-0.78424395	-1.239153606	-1.254318451	-0.985438193
49	-0.383007387	-0.903471516	-1.293848221	-1.234009647	-1.178150256
49.05	-0.463737026	-1.022684092	-1.348541843	-1.213714832	-1.37084729
49.1	-0.320529665	-1.056629679	-1.286627472	-1.148499007	-1.264136293
49.15	-0.177322305	-1.090576276	-1.224698107	-1.083283171	-1.157424268
49.2	-0.229457945	-1.107706884	-1.05955875	-0.944154324	-1.139885212
49.25	-0.281593586	-1.124838503	-0.894434399	-0.805024467	-1.122346127
49.3	-0.365650228	-1.121064133	-0.917222056	-0.7721876	-1.058085012
49.35	-0.44970687	-1.117305773	-0.940009719	-0.739365722	-0.993823868
49.4	-0.220454513	-1.010978424	-0.900205389	-0.776002833	-0.918087694
49.45	0.008796844	-0.904635086	-0.860401066	-0.812638934	-0.84235149
49.5	-0.1947358	-0.950040759	-0.89464875	-0.857256025	-0.881819257
49.55	-0.398254444	-0.995461442	-0.92889544	-0.901873104	-0.921301994
49.6	-0.389950089	-1.032795136	-1.073860138	-1.158876174	-1.043701701
49.65	-0.381644735	-1.070128841	-1.218824842	-1.415865233	-1.166085379
49.7	-0.227085381	-0.973963556	-1.297795554	-1.327455281	-1.164934027
49.75	-0.072525028	-0.877813282	-1.376781272	-1.239031319	-1.163767646
49.8	-0.007731675	-0.949769019	-1.311616997	-1.123949346	-1.205798235
49.85	0.057075677	-1.021740767	-1.246468729	-1.008867363	-1.247828794
49.9	-0.125933971	-0.928428525	-1.096770468	-0.863527369	-1.249668323
49.95	-0.30894462	-0.835116294	-0.947057213	-0.718187365	-1.251507823
50	-0.35439627	-0.841979074	-0.985988966	-0.74161035	-1.092855294
50.05	-0.39984892	-0.848824865	-1.024920726	-0.765016325	-0.934202734
50.1	-0.352786571	-0.917454666	-1.130365492	-0.913469289	-0.949149145
50.15	-0.305725222	-0.986084478	-1.235794265	-1.061907243	-0.964095527
50.2	-0.276820874	-0.9894213	-1.217170045	-1.035006186	-1.051459878
50.25	-0.247916526	-0.992744134	-1.198544832	-1.008104118	-1.138824201
50.3	-0.310367179	-1.096819978	-1.184955626	-1.06999404	-1.330940493
50.35	-0.372817833	-1.200894833	-1.171351427	-1.131898952	-1.523071756
50.4	-0.213908487	-1.091637698	-1.117006235	-1.112916853	-1.451073989
50.45	-0.055015142	-0.982365574	-1.062645049	-1.093949743	-1.379090192
50.5	-0.164859797	-0.988098461	-0.902876871	-1.092393623	-1.233499366
50.55	-0.274703453	-0.993831359	-0.743108699	-1.090852493	-1.087922511
50.6	-0.334499109	-1.007804268	-0.774548534	-0.972001352	-0.887414625
50.65	-0.394278767	-1.021761187	-0.805987376	-0.8531502	-0.68692271
50.7	-0.215579424	-0.958662117	-0.921030225	-0.791062038	-0.741342765
50.75	-0.036880082	-0.895547057	-1.036088081	-0.728958866	-0.795778791
50.8	-0.065364741	-0.926640009	-0.932227944	-0.865524683	-0.984049787
50.85	-0.0938644	-0.957717971	-0.828382813	-1.002090489	-1.172304754
50.9	-0.18603906	-0.959758943	-0.92548069	-0.929321285	-1.30346169
50.95	-0.278228721	-0.961798927	-1.022578573	-0.85655207	-1.434618597
51	-0.192348382	-0.920992921	-1.185045463	-1.036574845	-1.292536475
51.05	-0.106453043	-0.880201926	-1.34749736	-1.216597609	-1.150454323
51.1	-0.269885706	-1.151589942	-1.384765264	-1.151870363	-1.204279141
51.15	-0.433303368	-1.422978968	-1.422049175	-1.087142106	-1.258104929
51.2	-0.409176032	-1.231080005	-1.163343093	-0.943800839	-1.354989688
51.25	-0.385032695	-1.039181053	-0.904652017	-0.800459561	-1.451875418
51.3	-0.32419136	-1.042290111	-0.849558949	-0.904646273	-1.349618117
51.35	-0.263351025	-1.045399181	-0.794465887	-1.008832974	-1.247361787
51.4	-0.265636691	-1.055740261	-0.957374832	-1.029813665	-1.224236428
51.45	-0.267921357	-1.066066351	-1.120284785	-1.050793345	-1.201127038
51.5	-0.434833024	-1.059485453	-1.091985744	-1.014477014	-1.170128619
51.55	-0.601745691	-1.052904565	-1.063687709	-0.978145674	-1.139114171
51.6	-0.513622359	-1.136686688	-1.157901682	-1.091777322	-1.313864692
51.65	-0.425499027	-1.220483821	-1.252131662	-1.20542496	-1.488616185
51.7	-0.159167696	-1.206135966	-1.251023648	-1.167201588	-1.330328647
51.75	0.107147634	-1.191789121	-1.249931642	-1.128993205	-1.17205608
51.8	-0.049236036	-1.196820286	-1.131713642	-1.102594811	-1.172338483
51.85	-0.205634707	-1.201851463	-1.013479649	-1.076211407	-1.172634857
51.9	-0.350498378	-1.18117165	-1.031872663	-1.055687993	-1.090916201
51.95	-0.49534605	-1.160491848	-1.050281684	-1.035149567	-1.009212515
52	-0.290035723	-1.130489056	-0.976176712	-1.101326132	-0.9332608
52.05	-0.084709396	-1.100486276	-0.902085747	-1.167503686	-0.857325055
52.1	-0.204319069	-1.071612506	-0.953194788	-1.161903229	-0.98117228
52.15	-0.323928744	-1.042738747	-1.004317837	-1.156302762	-1.105019476
52.2	-0.302425418	-1.076792998	-1.060888892	-1.059241284	-1.277831642
52.25	-0.280937094	-1.11084626	-1.117459954	-0.962194796	-1.450644778
52.3	-0.11387977	-0.970064533	-1.146275023	-0.942525297	-1.383619885
52.35	0.053161554	-0.829282817	-1.175075099	-0.922856788	-1.316609962
52.4	-0.121700123	-0.933970111	-1.208666182	-0.924946268	-1.26937501
52.45	-0.296562801	-1.038656417	-1.242257272	-0.927020738	-1.222126028
52.5	-0.456638479	-1.015092732	-1.161636368	-1.008624197	-1.262919016
52.55	-0.616699158	-0.991529059	-1.081000472	-1.090227646	-1.303711974
52.6	-0.473277837	-0.885415396	-1.178816582	-1.024706084	-1.140876903
52.65	-0.329841517	-0.779302744	-1.276616699	-0.959184512	-0.978026803
52.7	-0.335728198	-0.845277103	-1.132427824	-1.024414929	-0.997656672
52.75	-0.341598879	-0.911267472	-0.988238955	-1.089630336	-1.017285512
52.8	-0.392910561	-0.918252853	-1.016428092	-1.002105732	-1.035953323
52.85	-0.444222243	-0.925222244	-1.044618237	-0.914565117	-1.054621103
52.9	-0.415454926	-1.122925645	-1.093712389	-0.982328492	-1.170472855
52.95	-0.386688609	-1.320646057	-1.142821547	-1.050092857	-1.286308576
53	-0.161663293	-1.324731481	-1.171346713	-1.096448211	-1.175216268
53.05	0.063377023	-1.328831914	-1.199872885	-1.142803554	-1.06412293
53.1	-0.081089663	-1.322007359	-1.073811064	-1.126719887	-1.099361563
53.15	-0.225540348	-1.315167814	-0.94773425	-1.11063721	-1.134616165
53.2	-0.367291034	-1.22940928	-0.899935443	-1.012766522	-1.083947739
53.25	-0.509056721	-1.143635757	-0.852121643	-0.914895823	-1.033279282
